YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  REIN
2012/06/24 04:47:23.76  98.60 601191885 MYKOM   631754  551.21  265.27  0.47  1.10  3408
2012/06/26 17:08:45.68  25.00 601196115 BKNI    631761  451.09  282.37 -0.28  0.70  3409
2012/06/26 17:08:45.68  25.00 601196115 IPM     631761  570.46  230.15 -1.53 -0.40  3410
2012/06/26 17:08:45.68  25.00 601196115 MYKOM   631761  755.74  264.92 -0.11  0.70  3411
2012/06/29 09:20:50.50  25.00 601212501 BKNI    618117  439.49  281.74  0.33  1.30  3412
2012/06/29 09:20:50.50  25.00 601212501 IPM     631769  567.31  228.92 -0.36  0.80  3413
2012/06/29 09:20:50.50  25.00 601212501 KULM    631769  602.45  219.80 -0.90  0.30  3414
2012/06/29 09:20:50.50  25.00 601212501 MYKOM   631769  746.15  264.30 -0.64  0.20  3415
2012/07/23 16:21:38.96  57.20 601497868 IPM     631877  450.55  233.73  0.33  0.80  3416
2012/07/23 16:21:38.96  57.20 601497868 KULM    631877  479.99  222.02 -0.10  0.50  3417
2012/07/23 16:21:38.96  57.20 601497868 MYKOM   631877  678.72  272.68  0.30  0.80  3418
2012/08/06 09:47:53.31  23.00 601520608 BKNI    618142  452.98  274.83 -1.57 -0.70  3419
2012/08/06 09:47:53.31  23.00 601520608 IPM     631927  617.45  226.62 -0.87  0.20  3420
2012/08/06 09:47:53.31  23.00 601520608 KULM    631927  655.62  218.35 -1.98 -0.90  3421
2012/08/06 09:47:53.31  23.00 601520608 MYKOM   631927  773.77  260.68 -1.47 -0.80  3422
2012/08/10 04:41:42.88  27.10 601534321 BKNI    618141  484.85  290.98  0.09  1.30  3423
2012/08/10 04:41:42.88  27.10 601534321 IPM     631942  534.49  237.32  0.21  1.40  3424
2012/08/10 04:41:42.88  27.10 601534321 KULM    631942  556.52  227.12 -0.03  1.20  3425
2012/08/10 04:41:42.88  27.10 601534321 MYKOM   631942  764.85  270.73  0.21  1.10  3426
2012/10/02 18:23:34.55  28.00 601906631 BKNI    632479  459.69  283.11  0.38  1.60  3427
2012/10/02 18:23:34.55  28.00 601906631 IPM     632479  571.08  231.19 -0.43  0.80  3428
2012/10/02 18:23:34.55  28.00 601906631 KULM    632479  602.57  221.97 -1.49 -0.20  3429
2012/10/12 07:58:53.37  25.00 601870034 BKNI    632509  447.27  277.07  0.17  1.20  3430
2012/10/12 07:58:53.37  25.00 601870034 IPM     632509  600.40  227.30 -0.08  1.00  3431
2012/10/12 07:58:53.37  25.00 601870034 KULM    632509  637.69  218.76 -1.35 -0.20  3432
2012/10/15 11:33:40.08  55.70 601834422 IPM     632521  451.66  231.72  0.21  0.70  3433
2012/10/15 11:33:40.08  55.70 601834422 KULM    632521  484.27  220.20 -0.27  0.30  3434
2012/10/15 11:33:40.08  55.70 601834422 MYKOM   632521  669.52  271.59  0.04  0.60  3435
2012/10/17 19:38:55.71  33.70 601838141 BKNI    618162  446.51  282.97 -2.06 -0.60  3436
2012/10/17 19:38:55.71  33.70 601838141 IPM     632530  563.97  230.07 -1.14  0.40  3437
2012/10/17 19:38:55.71  33.70 601838141 KULM    632530  597.35  220.82 -2.23 -0.60  3438
2012/10/17 19:38:55.71  33.70 601838141 MYKOM   632530  749.96  265.15 -1.27 -0.10  3439
2012/10/27 19:18:56.87  35.00 601852927 BKNI    618160  346.08  255.32  0.67  1.20  3440
2012/10/27 19:18:56.87  35.00 601852927 IPM     632558  642.51  211.18  0.65  1.60  3441
2012/10/27 19:18:56.87  35.00 601852927 MYKOM   632558  693.99  248.83 -2.04 -1.40  3442
2012/10/27 19:18:56.87  35.00 601852927 KULM    656367  702.78  204.44 -0.20  0.80  3443
2012/10/27 19:27:41.87  27.00 601999853 BKNI    618160  350.49  254.61 -0.90 -0.20  3444
2012/10/27 19:27:41.87  27.00 601999853 IPM     632559  648.72  211.17 -0.47  0.90  3445
2012/10/27 19:27:41.87  27.00 601999853 MYKOM   632559  698.85  248.51 -1.14 -0.20  3446
2012/10/27 19:27:41.87  27.00 601999853 KULM    632559  708.95  204.49 -1.97 -0.60  3447
2012/10/29 02:22:43.69  50.70 601857844 BKNI    618159  305.12  282.07  0.85  1.00  3448
2012/10/29 02:22:43.69  50.70 601857844 IPM     632580  496.20  216.63  2.04  2.60  3449
2012/10/29 02:22:43.69  50.70 601857844 KULM    632580  550.47  207.50  1.37  2.10  3450
2012/10/29 02:22:43.69  50.70 601857844 MYKOM   632580  618.65  260.75 -0.09  0.40  3451
2012/11/09 19:59:46.83  27.00 601883151 BKNI    632735  404.50  277.71  0.57  1.50  3452
2012/11/09 19:59:46.83  27.00 601883151 IPM     632735  570.08  224.32 -1.12  0.20  3453
2012/11/09 19:59:46.83  27.00 601883151 KULM    632735  612.31  215.59 -2.00 -0.70  3454
2012/11/09 19:59:46.83  27.00 601883151 MYKOM   632735  721.33  261.30 -0.44  0.50  3455
2012/11/09 20:17:17.75  27.00 602054288 IPM     632735  566.85  223.99  0.58  1.90  3456
2012/11/09 20:17:17.75  27.00 602054288 KULM    632735  609.62  215.24 -0.71  0.60  3457
2012/11/09 20:17:17.75  27.00 602054288 MYKOM   632735  716.73  261.24  0.33  1.20  3458
2012/11/24 10:51:33.66  25.00 601994124 BKNI    632795  432.12  280.11 -1.23 -0.30  3459
2012/11/24 10:51:33.66  25.00 601994124 IPM     632795  572.72  227.58 -0.34  0.80  3460
2012/11/24 10:51:33.66  25.00 601994124 KULM    632795  609.89  218.64 -1.52 -0.30  3461
2012/11/24 10:51:33.66  25.00 601994124 MYKOM   632795  742.77  263.22 -0.00  0.80  3462
2012/11/26 11:09:07.33  19.40 601994546 BKNI    632800  374.82  269.94 -1.08 -0.70  3463
2012/11/26 11:09:07.33  19.40 601994546 IPM     632800  593.79  218.85 -0.54  0.40  3464
2012/11/26 11:09:07.33  19.40 601994546 KULM    632800  643.85  210.89 -0.79  0.20  3465
2012/11/26 11:09:07.33  19.40 601994546 MYKOM   632800  706.28  256.61  0.41  1.00  3466
2012/12/09 21:49:29.58  52.50 602090171 BKNI    632856  389.22  297.03  0.99  1.30  3467
2012/12/09 21:49:29.58  52.50 602090171 BKNI    659741  389.22  297.03  1.91  2.20  3468
2012/12/09 21:49:29.58  52.50 602090171 IPM     632856  446.95  230.35  0.10  0.50  3469
2012/12/09 21:49:29.58  52.50 602090171 KULM    632856  481.80  218.85  1.28  1.80  3470
2012/12/21 07:30:45.55  71.20 602054564 BKNI    632892  268.68  287.13  0.35  0.60  3471
2012/12/21 07:30:45.55  71.20 602054564 IPM     632892  459.71  213.62  2.29  2.90  3472
2012/12/21 07:30:45.55  71.20 602054564 KULM    632892  518.52  204.22  1.22  2.00  3473
2012/12/21 07:30:45.55  71.20 602054564 MYKOM   632892  575.18  261.59  0.45  1.00  3474
2012/12/26 19:08:04.48  88.00 602059072 BKNI    632908  273.59  283.41 -0.90 -0.60  3475
2012/12/26 19:08:04.48  88.00 602059072 IPM     632908  477.96  213.52  0.31  1.10  3476
2012/12/26 19:08:04.48  88.00 602059072 KULM    632908  536.68  204.44 -0.62  0.30  3477
2012/12/26 19:08:04.48  88.00 602059072 MYKOM   632908  586.91  260.21 -1.22 -0.60  3478
2013/01/01 09:21:19.56  48.00 602069117 BKNI    659751  285.33  259.04  0.96  1.10  3479
2013/01/01 09:21:19.56  48.00 602069117 FRIM    661667  511.73  222.37  1.15  1.70  3480
2013/01/01 09:21:19.56  48.00 602069117 IPM     632932  586.32  208.30 -0.11  0.70  3481
2013/01/01 09:21:19.56  48.00 602069117 MYKOM   632932  631.03  249.86 -0.34  0.20  3482
2013/01/01 09:21:19.56  48.00 602069117 KULM    632932  650.69  201.28 -0.58  0.30  3483
2013/01/01 09:21:19.56  48.00 602069117 KTGM    661667  796.91  219.94  1.43  2.40  3484
2013/01/14 07:05:54.94  28.00 602320880 BKNI    659748  491.77  290.12 -0.67  0.60  3485
2013/01/14 07:05:54.94  28.00 602320880 IPM     632975  544.50  237.44 -1.45 -0.20  3486
2013/01/14 07:05:54.94  28.00 602320880 KULM    632975  566.18  227.42 -3.06 -1.80  3487
2013/01/14 07:05:54.94  28.00 602320880 KGM     661668  715.01  268.43 -0.10  0.90  3488
2013/01/14 07:05:54.94  28.00 602320880 MYKOM   632975  773.86  270.39 -2.52 -1.60  3489
2013/01/18 12:25:45.12  25.00 602340491 BKNI    632984  377.12  268.27 -1.75 -1.00  3490
2013/01/18 12:25:45.12  25.00 602340491 IPM     632984  603.73  218.35 -0.26  0.90  3491
2013/01/18 12:25:45.12  25.00 602340491 KULM    632984  654.42  210.55 -2.45 -1.20  3492
2013/01/18 12:25:45.12  25.00 602340491 KGM     661668  660.99  252.42  0.02  0.90  3493
2013/01/18 12:25:45.12  25.00 602340491 MYKOM   661668  710.98  255.79  0.12  1.00  3494
2013/01/18 12:25:45.12  25.00 602340491 KTGM    661668  832.38  226.92  0.05  1.10  3495
2013/01/18 12:34:04.13  29.00 602335561 BKNI    632984  377.68  269.69 -2.87 -1.90  3496
2013/01/18 12:34:04.13  29.00 602335561 IPM     632984  596.87  218.96 -0.75  0.70  3497
2013/01/18 12:34:04.13  29.00 602335561 KULM    661668  646.75  211.03 -0.69  0.80  3498
2013/01/18 12:34:04.13  29.00 602335561 MYKOM   632984  709.44  256.53 -0.35  0.70  3499
2013/01/18 12:34:04.13  29.00 602335561 KTGM    661668  826.55  227.43  0.09  1.40  3500
2013/01/20 09:55:43.80  22.00 602341142 IPM     632988  656.63  220.28 -0.80  0.20  3501
2013/01/20 09:55:43.80  22.00 602341142 KULM    632988  704.05  212.91 -1.68 -0.60  3502
2013/01/20 09:55:43.80  22.00 602341142 MYKOM   632988  766.30  254.72 -0.40  0.30  3503
2013/01/29 19:12:40.15   7.80 602608328 BKNI    633015  451.69  275.69 -0.77 -0.40  3504
2013/01/29 19:12:40.15   7.80 602608328 IPM     633015  611.47  226.95  1.29  1.90  3505
2013/01/29 19:12:40.15   7.80 602608328 KULM    633015  649.19  218.58 -0.17  0.40  3506
2013/01/29 19:12:40.15   7.80 602608328 MYKOM   633015  770.83  261.14  0.38  0.60  3507
2013/01/30 07:31:36.46  73.60 602359422 BKNI    633017  210.54  237.08  1.12  1.30  3508
2013/01/30 07:31:36.46  73.60 602359422 BKNI    659745  210.54  237.08  0.96  1.20  3509
2013/01/30 07:31:36.46  73.60 602359422 KGM     661668  525.72  234.89  1.44  2.10  3510
2013/01/30 07:31:36.46  73.60 602359422 MYKOM   633017  562.25  240.45  1.01  1.60  3511
2013/01/30 07:31:36.46  73.60 602359422 IPM     633017  602.26  196.88  1.27  2.30  3512
2013/01/30 07:31:36.46  73.60 602359422 KULM    633017  679.58  191.29  0.07  1.30  3513
2013/02/07 08:03:31.12  48.00 602426067 BKNI    633086  276.29  267.46  0.31  0.50  3514
2013/02/07 08:03:31.12  48.00 602426067 IPM     633086  547.62  210.01  0.38  1.10  3515
2013/02/07 08:03:31.12  48.00 602426067 KULM    633086  610.15  202.35 -0.44  0.40  3516
2013/02/07 08:03:31.12  48.00 602426067 MYKOM   633086  613.89  253.40 -0.27  0.20  3517
2013/02/14 11:15:24.36  32.00 602437418 BKNI    633125  306.56  253.24 -2.50 -1.60  3518
2013/02/14 11:15:24.36  32.00 602437418 FRIM    661668  546.19  221.00 -0.12  1.50  3519
2013/02/14 11:15:24.36  32.00 602437418 KGM     661668  612.73  243.18  0.87  2.20  3520
2013/02/14 11:15:24.36  32.00 602437418 MYKOM   633125  655.96  247.47 -2.64 -1.40  3521
2013/02/14 11:15:24.36  32.00 602437418 KULM    633125  687.41  201.29 -3.03 -1.40  3522
2013/02/14 11:15:24.36  32.00 602437418 KTGM    661668  831.81  219.14  0.59  2.10  3523
2013/02/14 11:24:37.53  32.00 602751849 BKNI    633125  292.25  254.09 -0.54  0.30  3524
2013/02/14 11:24:37.53  32.00 602751849 IPM     633125  609.65  207.23  0.34  2.00  3525
2013/02/14 11:24:37.53  32.00 602751849 MYKOM   633125  641.26  247.73 -1.42 -0.10  3526
2013/02/14 11:24:37.53  32.00 602751849 KULM    633125  675.19  200.56 -0.78  0.90  3527
2013/02/14 21:46:13.55  32.00 602442937 BKNI    659754  298.13  253.54  0.28  1.10  3528
2013/02/14 21:46:13.55  32.00 602442937 IPM     633128  615.76  207.45 -1.04  0.60  3529
2013/02/14 21:46:13.55  32.00 602442937 MYKOM   633128  647.41  247.53 -2.88 -1.60  3530
2013/02/14 21:46:13.55  32.00 602442937 KULM    633128  680.99  200.81 -1.19  0.50  3531
2013/02/14 23:58:02.75  32.00 602871450 BKNI    633129  310.96  253.98 -2.48 -1.60  3532
2013/02/14 23:58:02.75  32.00 602871450 FRIM    661668  547.77  221.59  1.54  3.10  3533
2013/02/14 23:58:02.75  32.00 602871450 KGM     661668  616.35  243.62  0.07  1.40  3534
2013/02/14 23:58:02.75  32.00 602871450 IPM     633129  623.04  208.44 -0.95  0.70  3535
2013/02/14 23:58:02.75  32.00 602871450 MYKOM   633129  659.92  247.85 -2.32 -1.10  3536
2013/02/14 23:58:02.75  32.00 602871450 KULM    633129  686.97  201.78 -2.59 -0.90  3537
2013/02/14 23:58:02.75  32.00 602871450 KTGM    661668  833.20  219.53 -0.18  1.30  3538
2013/02/15 05:48:23.85  32.00 602590864 BKNI    633129  309.81  252.83  0.70  1.60  3539
2013/02/15 05:48:23.85  32.00 602590864 IPM     633129  626.65  207.97  0.88  2.50  3540
2013/02/15 05:48:23.85  32.00 602590864 KULM    633129  691.15  201.39  0.47  2.10  3541
2013/02/23 11:39:46.56  28.00 602550189 BKNI    633161  457.22  284.43 -0.33  0.90  3542
2013/02/23 11:39:46.56  28.00 602550189 FRIM    661668  548.95  247.49  0.75  1.90  3543
2013/02/23 11:39:46.56  28.00 602550189 IPM     633161  561.18  231.65 -1.56 -0.30  3544
2013/02/23 11:39:46.56  28.00 602550189 KULM    633161  592.07  222.25 -2.43 -1.10  3545
2013/02/23 11:39:46.56  28.00 602550189 KGM     661668  699.81  263.88  0.57  1.50  3546
2013/02/23 11:39:46.56  28.00 602550189 MYKOM   633161  756.55  266.23 -1.89 -1.00  3547
2013/03/15 17:53:32.42  62.60 602608222 BKNI    633232  402.60  299.24 -1.02 -0.60  3548
2013/03/15 17:53:32.42  62.60 602608222 IPM     633232  438.24  232.72  1.44  1.90  3549
2013/03/15 17:53:32.42  62.60 602608222 KULM    633232  469.54  220.80  0.45  1.00  3550
2013/03/15 17:53:32.42  62.60 602608222 MYKOM   633232  664.26  272.84  0.27  0.80  3551
2013/03/27 16:39:07.58  10.00 602751092 FRIM    661669  333.35  232.90  0.45  0.50  3552
2013/03/27 16:39:07.58  10.00 602751092 IPM     633264  393.28  210.41  0.26  0.70  3553
2013/03/27 16:39:07.58  10.00 602751092 KULM    633264  457.17  200.12 -0.10  0.70  3554
2013/03/27 16:39:07.58  10.00 602751092 KGM     661669  459.04  261.79  1.06  1.50  3555
2013/03/27 16:39:07.58  10.00 602751092 MYKOM   633264  515.01  265.48 -0.41  0.20  3556
2013/03/27 16:39:07.58  10.00 602751092 KTGM    661669  612.78  224.89  0.79  1.40  3557
2013/03/29 22:34:28.88  48.00 602751925 BKNI    659762  259.41  261.88 -0.35 -0.20  3558
2013/03/29 22:34:28.88  48.00 602751925 FRIM    661669  483.04  221.74  0.76  1.30  3559
2013/03/29 22:34:28.88  48.00 602751925 IPM     633270  559.89  207.06  0.29  1.00  3560
2013/03/29 22:34:28.88  48.00 602751925 MYKOM   633270  603.14  250.67 -1.30 -0.80  3561
2013/03/29 22:34:28.88  48.00 602751925 KULM    633270  626.00  199.88 -0.02  0.90  3562
2013/03/29 22:34:28.88  48.00 602751925 KTGM    661669  768.47  219.45  0.69  1.60  3563
2013/04/01 16:40:48.46  25.00 602755589 BKNI    633340  448.97  281.49 -0.77  0.20  3564
2013/04/01 16:40:48.46  25.00 602755589 IPM     633340  574.63  229.55 -0.27  0.90  3565
2013/04/01 16:40:48.46  25.00 602755589 KULM    633340  608.68  220.50 -1.43 -0.20  3566
2013/04/01 16:40:48.46  25.00 602755589 MYKOM   633340  755.77  264.37 -0.94 -0.20  3567
2013/04/05 17:35:30.43  45.20 602761056 BKNI    633356  263.67  267.10  1.20  1.30  3568
2013/04/05 17:35:30.43  45.20 602761056 IPM     633356  542.36  208.79  0.89  1.60  3569
2013/04/05 17:35:30.43  45.20 602761056 MYKOM   633356  602.06  252.96  0.94  1.40  3570
2013/04/05 17:35:30.43  45.20 602761056 KULM    633356  606.47  201.20 -0.14  0.70  3571
2013/04/11 07:48:38.20  25.00 603004339 IPM     633378  559.05  229.67 -1.25 -0.10  3572
2013/04/11 07:48:38.20  25.00 603004339 KULM    633378  593.12  220.37 -0.86  0.30  3573
2013/04/11 07:48:38.20  25.00 603004339 MYKOM   633378  743.65  265.12  1.64  2.40  3574
2013/04/12 02:19:30.87  27.00 602786647 BKNI    633380  435.66  280.48 -0.62  0.50  3575
2013/04/12 02:19:30.87  27.00 602786647 IPM     633380  572.62  228.03 -2.07 -0.80  3576
2013/04/12 02:19:30.87  27.00 602786647 KULM    633380  609.09  219.06 -2.37 -1.10  3577
2013/04/27 10:03:17.46  13.40 602900090 BKNI    633438  415.32  278.08 -0.25  0.10  3578
2013/04/27 10:03:17.46  13.40 602900090 IPM     633438  574.49  225.34  0.82  1.60  3579
2013/04/27 10:03:17.46  13.40 602900090 KULM    633438  615.10  216.59  0.01  0.80  3580
2013/04/27 10:03:17.46  13.40 602900090 MYKOM   633438  730.98  261.73  1.03  1.40  3581
2013/05/07 22:35:38.36  63.00 602938074 BKNI    633489  318.87  291.32  2.31  2.60  3582
2013/05/07 22:35:38.36  63.00 602938074 IPM     633489  454.52  220.42  2.32  2.90  3583
2013/05/07 22:35:38.36  63.00 602938074 KULM    633489  504.09  210.10  1.15  1.80  3584
2013/05/07 22:35:38.36  63.00 602938074 MYKOM   633489  611.08  265.55  1.27  1.80  3585
2013/05/15 09:48:33.55  27.00 602953190 BKNI    633514  416.16  279.84  0.47  1.50  3586
2013/05/15 09:48:33.55  27.00 602953190 IPM     633514  564.75  226.18  0.06  1.30  3587
2013/05/15 09:48:33.55  27.00 602953190 KULM    671604  604.20  217.22 -0.85  0.50  3588
2013/05/15 09:48:33.55  27.00 602953190 MYKOM   671604  728.09  262.71  0.94  1.80  3589
2013/05/15 10:22:14.51  27.00 602953192 BKNI    633514  417.22  280.52 -0.32  0.70  3590
2013/05/15 10:22:14.51  27.00 602953192 IPM     633514  561.40  226.56  0.08  1.40  3591
2013/05/15 10:22:14.51  27.00 602953192 KULM    633514  600.30  217.53 -1.13  0.20  3592
2013/05/15 10:22:14.51  27.00 602953192 MYKOM   633514  727.65  263.11 -0.05  0.80  3593
2013/05/17 21:27:53.99  90.00 602958625 BKNI    633523  254.20  297.03  2.99  3.30  3594
2013/05/17 21:27:53.99  90.00 602958625 IPM     633523  412.68  212.92  2.81  3.50  3595
2013/05/17 21:27:53.99  90.00 602958625 KULM    633523  473.09  202.69  2.05  2.80  3596
2013/05/17 21:27:53.99  90.00 602958625 MYKOM   633523  540.79  264.93  2.54  3.10  3597
2013/05/22 12:47:53.70 100.00 603161348 BKNI    633555  177.16  224.40 -0.65 -0.50  3598
2013/05/22 12:47:53.70 100.00 603161348 BKNI    659778  177.16  224.40 -1.07 -0.90  3599
2013/05/22 12:47:53.70 100.00 603161348 MYKOM   633555  523.61  236.45 -1.04 -0.30  3600
2013/05/22 12:47:53.70 100.00 603161348 IPM     633555  600.99  191.73 -1.27 -0.10  3601
2013/05/22 12:47:53.70 100.00 603161348 KULM    633555  683.30  186.76 -0.56  0.80  3602
2013/05/25 07:19:46.74  45.20 603007794 BKNI    633566  280.04  274.19 -0.53 -0.40  3603
2013/05/25 07:19:46.74  45.20 603007794 IPM     633566  521.28  212.11 -0.08  0.60  3604
2013/05/25 07:19:46.74  45.20 603007794 KULM    633566  581.34  203.87  0.51  1.30  3605
2013/05/25 07:19:46.74  45.20 603007794 MYKOM   633566  608.54  256.44  0.61  1.00  3606
2013/06/16 00:44:39.42  28.00 603074617 BKNI    633707  476.03  288.59 -1.94 -0.60  3607
2013/06/16 00:44:39.42  28.00 603074617 KULM    633707  570.57  225.42 -1.50 -0.20  3608
2013/06/16 00:44:39.42  28.00 603074617 MYKOM   633707  763.39  269.10 -0.57  0.40  3609
2013/07/02 07:37:05.09  25.40 603173687 BKNI    633746  693.24  314.31 -1.90 -0.80  3610
2013/07/02 07:37:05.09  25.40 603173687 MYKOM   682111  868.84  291.56 -3.02 -2.20  3611
2013/07/05 16:54:39.09  10.00 603178364 IPM     682111  342.33  229.73  1.15  1.30  3612
2013/07/05 16:54:39.09  10.00 603178364 KULM    633758  380.85  215.16 -0.79 -0.40  3613
2013/07/05 16:54:39.09  10.00 603178364 JRMM    682111  450.19  249.75  1.40  1.90  3614
2013/07/05 16:54:39.09  10.00 603178364 MYKOM   633758  580.87  277.62 -0.76 -0.30  3615
2013/07/07 19:17:22.60  24.30 603334615 BKNI    633762  429.62  275.95 -0.15  0.70  3616
2013/07/07 19:17:22.60  24.30 603334615 IPM     633762  595.68  225.48 -0.59  0.50  3617
2013/07/07 19:17:22.60  24.30 603334615 KULM    633762  635.84  217.01 -1.74 -0.60  3618
2013/07/07 19:17:22.60  24.30 603334615 MYKOM   633762  749.00  260.87 -1.77 -1.00  3619
2013/07/11 07:16:25.29  10.00 603229606 BKNI    633773  279.84  306.55 -1.85 -2.00  3620
2013/07/11 07:16:25.29  10.00 603229606 BKNI    674593  279.84  306.55 -1.05 -1.20  3621
2013/07/11 07:16:25.29  10.00 603229606 IPM     633773  369.76  217.01  1.00  1.30  3622
2013/07/11 07:16:25.29  10.00 603229606 KULM    633773  425.63  205.13  0.19  0.80  3623
2013/07/11 07:16:25.29  10.00 603229606 MYKOM   633773  537.02  270.35 -2.81 -2.30  3624
2013/07/16 23:41:14.44  28.60 603236452 IPM     682111  358.57  286.90 -3.07 -2.20  3625
2013/07/16 23:41:14.44  28.60 603236452 BKNI    633789  663.71  328.57 -1.87 -0.50  3626
2013/07/16 23:41:14.44  28.60 603236452 MYKOM   682111  771.16  301.39 -3.18 -2.10  3627
2013/07/20 17:50:40.21  48.00 603342936 BKNI    633800  274.11  267.00  1.65  1.80  3628
2013/07/20 17:50:40.21  48.00 603342936 IPM     633800  548.29  209.69  1.06  1.80  3629
2013/07/20 17:50:40.21  48.00 603342936 KULM    633800  611.21  202.08 -0.01  0.80  3630
2013/07/20 17:50:40.21  48.00 603342936 MYKOM   633800  612.30  253.16  0.62  1.10  3631
